id,manifest,num
4763380,https://www.digital.archives.go.jp/api/iiif/4763380/manifest.json,274-0002
4763382,https://www.digital.archives.go.jp/api/iiif/4763382/manifest.json,274-0002
4763383,https://www.digital.archives.go.jp/api/iiif/4763383/manifest.json,274-0002
4772417,https://www.digital.archives.go.jp/api/iiif/4772417/manifest.json,307-0004
4772418,https://www.digital.archives.go.jp/api/iiif/4772418/manifest.json,307-0004
4260758,https://www.digital.archives.go.jp/api/iiif/4260758/manifest.json,307-0005
4441322,https://www.digital.archives.go.jp/api/iiif/4441322/manifest.json,307-0005
4441324,https://www.digital.archives.go.jp/api/iiif/4441324/manifest.json,307-0005
4261731,https://www.digital.archives.go.jp/api/iiif/4261731/manifest.json,307-0005
4261732,https://www.digital.archives.go.jp/api/iiif/4261732/manifest.json,307-0005
4261733,https://www.digital.archives.go.jp/api/iiif/4261733/manifest.json,307-0005
4920021,https://www.digital.archives.go.jp/api/iiif/4920021/manifest.json,307-0006
4920022,https://www.digital.archives.go.jp/api/iiif/4920022/manifest.json,307-0006
4920023,https://www.digital.archives.go.jp/api/iiif/4920023/manifest.json,307-0006
4920024,https://www.digital.archives.go.jp/api/iiif/4920024/manifest.json,307-0006
4920025,https://www.digital.archives.go.jp/api/iiif/4920025/manifest.json,307-0006
4920108,https://www.digital.archives.go.jp/api/iiif/4920108/manifest.json,307-0084
4920109,https://www.digital.archives.go.jp/api/iiif/4920109/manifest.json,307-0084
3610884,https://www.digital.archives.go.jp/api/iiif/3610884/manifest.json,307-0085
4772894,https://www.digital.archives.go.jp/api/iiif/4772894/manifest.json,307-0151
4772895,https://www.digital.archives.go.jp/api/iiif/4772895/manifest.json,307-0151
4772896,https://www.digital.archives.go.jp/api/iiif/4772896/manifest.json,307-0151
4772897,https://www.digital.archives.go.jp/api/iiif/4772897/manifest.json,307-0151
3611084,https://www.digital.archives.go.jp/api/iiif/3611084/manifest.json,307-0152
3746261,https://www.digital.archives.go.jp/api/iiif/3746261/manifest.json,307-0152
3746262,https://www.digital.archives.go.jp/api/iiif/3746262/manifest.json,307-0152
3746284,https://www.digital.archives.go.jp/api/iiif/3746284/manifest.json,307-0152
4772964,https://www.digital.archives.go.jp/api/iiif/4772964/manifest.json,307-0170
4772968,https://www.digital.archives.go.jp/api/iiif/4772968/manifest.json,307-0170
4772971,https://www.digital.archives.go.jp/api/iiif/4772971/manifest.json,307-0170
4772973,https://www.digital.archives.go.jp/api/iiif/4772973/manifest.json,307-0170
4772975,https://www.digital.archives.go.jp/api/iiif/4772975/manifest.json,307-0170
4772976,https://www.digital.archives.go.jp/api/iiif/4772976/manifest.json,307-0170
4772978,https://www.digital.archives.go.jp/api/iiif/4772978/manifest.json,307-0170
4772986,https://www.digital.archives.go.jp/api/iiif/4772986/manifest.json,307-0170
4772992,https://www.digital.archives.go.jp/api/iiif/4772992/manifest.json,307-0171
4772993,https://www.digital.archives.go.jp/api/iiif/4772993/manifest.json,307-0171
4772994,https://www.digital.archives.go.jp/api/iiif/4772994/manifest.json,307-0171
4772995,https://www.digital.archives.go.jp/api/iiif/4772995/manifest.json,307-0171
4772996,https://www.digital.archives.go.jp/api/iiif/4772996/manifest.json,307-0171
3743919,https://www.digital.archives.go.jp/api/iiif/3743919/manifest.json,307-0172
3743452,https://www.digital.archives.go.jp/api/iiif/3743452/manifest.json,307-0172
3743453,https://www.digital.archives.go.jp/api/iiif/3743453/manifest.json,307-0172
3743454,https://www.digital.archives.go.jp/api/iiif/3743454/manifest.json,307-0172
4773119,https://www.digital.archives.go.jp/api/iiif/4773119/manifest.json,307-0247
4773120,https://www.digital.archives.go.jp/api/iiif/4773120/manifest.json,307-0247
4773121,https://www.digital.archives.go.jp/api/iiif/4773121/manifest.json,307-0247
4773123,https://www.digital.archives.go.jp/api/iiif/4773123/manifest.json,307-0247
4773124,https://www.digital.archives.go.jp/api/iiif/4773124/manifest.json,307-0247
4773125,https://www.digital.archives.go.jp/api/iiif/4773125/manifest.json,307-0247
4773126,https://www.digital.archives.go.jp/api/iiif/4773126/manifest.json,307-0247
4773127,https://www.digital.archives.go.jp/api/iiif/4773127/manifest.json,307-0247
4773129,https://www.digital.archives.go.jp/api/iiif/4773129/manifest.json,307-0247
4773130,https://www.digital.archives.go.jp/api/iiif/4773130/manifest.json,307-0247
